,Comment
100,"
    neresinden tutsan elinde kalan bir müşteri desteğine sahip olan e-ticaret sitesi.bir ürün almak istedim, ürün sayfasında diyor ki ""mağazaya özel 100 tl üzeri ücretsiz kargo"". aynı mağazadan başka ürün aldım, o zaten ücretsiz kargo. sepete girip bakıyorum, ilk ürün için kargo ücreti çıkartıyor. yani sistemleri ""mağazaya özel"" değil, ""ürüne özel"" 100 tl üzeri ücretsiz kargo olacak şekilde çalışıyor. görselbenzeri sorunu daha önce de yaşamıştım, mağaza topu (haklı olarak) n11'e attı. bu sefer üşenmedim canlı desteğe yazdım. zaten önce sizi robotla muhatap ediyorlar, temsilciye ulaşıp derdinizi anlatıyorsunuz, aldığınız cevap ""sizi bekletip kontrol edeceğim"". siz beklerken zaten pencere inaktivite dolayısıyla kapanıyor. tekrar girip yazıyorsunuz, verdikleri cevap ""mağaza ile iletişime geçtiniz mi"". sonunda ben de dedim ki ""sizin bu konuda yardımcı olabileceğinizi sanmıyorum sorunu yazılım ekibinize iletin çözerse onlar çözer"" ve cevap beklemeden görüşmeyi sonlandırdım. buraya yazayım da belki bir gören olur.
  "
101,"
    bazı ürünlerde indirimin üzerine kupon kullandırmasıyla gayet de iyi indirim sağlayan e-ticaret sitesi logitech gamepad aldım 356 tl üzerine 44 lira 312 liraya geldi ürünün piyasası 450-356 arası şu an. zamanında bu ürüne 150-180 liraya alan olmuş haliyle ürün 2015 model.
  "
102,"
    sözde indirimli satış yapan websitesi... malzemenin fiyatını 2 ile çarp %40 indirim yap, başka sitelerden yüksek fiyata sözde indirim yapıyormuş gibi sat panpa...
  "
103,"
    şimdi benim anlamadığım bir husus var. bir robot süpürge almayı düşünüyorum ama evimde çocuk için mecburen parkelerimde halılar serili. eğer robot süpürge düzgün çalışmazsa ben bu süpürgeyi denemek için kullandığım halde 14 gün koşulsuz iade hakkımdan iade edebiliyor muyum? yanlış anlaşılmasın 14 gün sonunda değil bir kere deneyip performansını görmek istiyorum ama bu durumda dahi bu cihaz kullanılmış olmuyor mu? içinde toz kir saç olmayacak mıdır? bende hiçbir müşteri gibi böyle bir durumla karşılaşmak istemem yeni bir üründe ve kimseyide böyle bir durumla karşıkarşıya bırakmak istemem. bu durumla ilgili olan suserlar rica etsem yeşillendirebilir mi?tanım: indirim yapar gibi de yapmaz gibi de olan alışveriş şeysi
  "
104,"
    bu işten en karlı çıkan tolga çevik. adamlar basıyor reklamlardan parayı.
  "
105,"
    canlı destekte bir şey yazıyorsunuz, sizi biraz bekleteceğim diyor, beklerken hareket etmezseniz sayfa sizi bir süre sonra atıyor. saçmalığa bak, hem bekleyin diyor, hem de sayfadan atıyor.olması gereken nedir? algoritmana 1 satır eklersin, eğer son mesaj müşteri temsilcisi tarafından atılan ""bekleteceğim"" ise, o müşteriyi sistemde atma. son olarak bu atma uyarısı ve mesajların sesli bildirimin de olması gerekiyor. ""bekleteceğim"" mesajını görünce diğer sayfalarda takılıyorken, bir bakmışsınız sistem sizi atmış
  "
106,"
    verdikleri 600 tl gibi yüksek rakamlı kupona rağmen televizyonlar diğer sitelerden 200-300 tl daha fazlaya geliyor. o zaman ne anladım bu işten. sizin kıytırık satıcılarınızdan daha fazla para ödeyerek alacağıma amazondan daha ucuza alırım hizmet konusunda arkama bakmam.
  "
107,"
    o kadar kupon toplattılarçöp oğlu çöp çıktıbindirim üzerine bindirim sonra yersen indirim9 bin liralık bilgisayar 14bin oldu
  "
108,"
    almayı düşündüğünüz ürünün yaklaşık fiyatını 11.11 öncesi çeşitli sitelerden öğreniyorsunuz. 11.11'de çeklerle vs istediğiniz kadar düştüyse alıyorsunuz, düşmediyse almıyorsunuz. neresi zor geliyor anlamadım. sanki zorla alışveriş yaptırıyorlar size. geçen sene işime gelmedi, almadım. bu sene alsam mı almasam mı dediğim ürünü ciddi indirimle yakaladığım için aldım. aslında basit.
  "
109,"
    bugün gayet güzel bir alışveriş gerçekleştirdim. kış lastiğine ihtiyacım vardı nokian lastiğimi seçtikten sonra zaten indirim yapmışlar diğer sitelere göre üstüne bide kuponu ekleyince donanım haber ölücüsü tadında güzel bir işlem gerçekleştirdim.
  "
110,"
    adamlar deli gibi kupon dağıttı. çoğu ürün de kuponlarla birlikte diğer sitelerden ucuza geldi. bazı ürünlere zam geldiği doğru satıcılarla da ilgili bir durum bence. ama insanlar herkese 1000 tl alt limitsiz kupon dağıtsın, her ürüne %50 indirim gelsin istiyor ama öyle bir dünya yok maalesef ülkemizde, keşke olsa.
  "
111,"
    (bkz: n11.com ikinci el araç satışı fiyaskosu) ilgili site 11 kasım 2020 tarihinde sıfır araçlarda indirim yaptı. beklendiği üzere bu araçlar dakikalar içerisinde satıldı. yine aynı site ekspertizi yapılmış ikinci el araç satışı da yapıyor. ikinci el piyasasına göre güzel indirimler uygulamışlar. bu araçların da birkaç saat içinde satılması bekleniyordu ama sonuç ne oldu? neredeyse gün bitecek ancak bu araçlar satılamıyor. dileyen şimdi girip siteden ikinci el araç alabilir. durumdan çıkarılacak mantıksal çıkarım şudur: ikinci el araç piyasasında gerçek alıcı yok. galeriler birbirlerinden araç alıp satarak piyasadaki fiyatların şişmesine sebep olmuştur. büyük ihtimalle ilgili sitedeki sıfır araçların çoğu yine galericiler tarafından satın alınarak balon bir fiyata piyasaya sunulacaktır. velhasıl ikinci el piyasasına dikkat edin.
  "
112,"
    geçen seneye nazaran sönük bir 11.11 geçiren site . corona , ekonomik durum , dolar derken parası olan insanlar bile tutumlu davrandığından dolayı büyük ihtimalle .
  "
113,"
    işlemci fiyatlarına baktım indirilmiş hali diğer sitelerle ya aynı yada 100 lira indirimli.
  "
114,"
    diğer yazarların da bahsettiği gibi bu yılki 11.11 kampanyası oldukça sönük geçmiş site.geçtiğimiz senelerde yoğunluktan site çökerdi bugün yavaşlamadı bile.
  "
115,"
    11.11 adı altında önce bindirim sonra indirim yapan güzide site.
  "
116,"
    çok merak ediyorum.bu süper fiyatlarda satılan ürünlerden kaç stok koyuyorlar? sırf müşteri çekmek için bir stokta yemleme mi yapıyorsunuz?ulan bilgisayarım dökülüyor,bir tablet veya bilgisayar alıyım diyordum.cesaret de edemedim.sabah bir baktım, ürün tükenmiş.ulan altın vurdu,dolar düştü yatırımı vurdu.düştü ama fiyatlara bir sik etkisi de olmadı zaten.
  "
117,"
    hala buradan alışveriş yapanlara cevabını tokat gibi vermiş, alışveriş sitesidir.#115441170(bkz: 10 kasım 2018 n11.com rezaleti)
  "
118,"
    70’e yakın kupon topladım. yalnızca kahve için 1 kupon kullanabildim. laptop, telefon ihtiyacım vardı. ne doğru düzgün bir laptop ne de avantajlı fiyata telefon vardı. kupon kullanıldığında dahi başka sitelerden daha pahalıya geliyordu çoğu ürün.
  "
119,"
    bugün,bindirim olduğu kadar kimi ürünlerde de sağlam indirim yapan sitedir.dün burada okuduklarımdan,bazı ürünleri kovalayan arkadaşların makul fiyatla aldıklarını gördüm.evet bindirim olan lafta indirimli ürünler de oldu.şahsen ihtiyaç duyduğum şeylere göre her gün gerekli kuponları rahatça toparladım.ihtiyaç olan bir cep telefonunu 2899 lira yerine kupon ve bonus kazanma hesabıyla 2380 liraya denk getirdim diğer bir telefonu ise 3899 lira yerine 3340 liraya denk getirdim bunlar dışında çevremde bazı arkadaşlar da kulaklık tır,akıllı saattir vs gayet güzel indirimlerle aldı.sonuç olarak herkesin alış veriş listesi ya da ihtiyacına denk gelmese de fena olmayan indirimlerle ihtiyacını alabilen de oldu,ben bu kurlarla bunu bile beklemiyordum.not:alayının reklamlarına sokayım geçse de bugün,yarın rahatlasak artık.
  "
120,"
    biriktirdiğim hic bir kuponu kullanmadım, fiyatlar bariz şekilde artmış kuponlarla normal fiyatlarına geliyor. bu arada tolga çeviğin o samimiyetsiz sıkıcı dalga geçer gülüşünden de gına geldi, resmen nah size bu yıl indirim der gibi bakiyor
  "
121,"
    rakipleri arasinda benim icin en kotusu olan sirket. allah uzak tutsun.
  "
122,"
    kupon isteyenlere kod gönderebileceğim alışveriş sitesi (saat 23.59'a kadar geçerliler)5500 tl için 555 tllik4800 tl için 450 tllik15000 tl için 1500 tllik650 tl için 75 tllik7777 tl için 770 tllik4500 tl için 425 tllik6000 tl için 550 tllik1500 tl için 150 tllik kupon kodu gönderebilirim, isteyenler yeşillendirebilir (niye daha önce kalıma gelmedi ki )
  "
123,"
    sen trilyonluk reklam yap, kafalarda kalan bir tek e-kitap okuyucu ile 3-5 telefon indirimi olsun. özellikle bir kaç senedir de donanım haber tayfasının yüzünü güldürmeyen sitedir ve iki yıldır şahsi kanaatimce trendyol tarafından ezilmektedir. seneye öyle kupon tık mık gerek yok...
  "
124,"
    saat kurup kupon topladım birini bile harcamadım. o kadar dandik bir indirim olmuş, sevgilim eskaza 11 liraya 111 liralık kuponu satın alabildi de aldık bişeyler. trendyol her türlü kapışır bunla yalan yok.
  "
125,"
    22:30-23:30 arasinda mi box s 4k indirime girecekti. indirimden once mihome'da ürün 569 tl, baska bir saticida daha uygun 527 tl idi.mihome'un 33/400 ve 65 tl'lik de baska indirim koduyla birlikte guzel bir fiyatla alirim hayali kurarken saat 22:30 oldu çattı. kum saati kalkti ve ürün kaca düştü dersiniz? 509 tl'ye. sizin ananizi avradinizi nasil kufrediyorum. urunden 1235 adet vardi. indirimden once de alanlar oldu ki indirim gelmeden 1225e falan düştü. neyse biraz izledim talep yoğunluğunu. çok ragbet yoktu. bi hesap yaptim 412'ye falan geliyo ürün. neyse alayim dedim. bu fiyata bi daha gelir mi gelmez mi bilinmez? neyse ürünü ekledim sepete. kulonlarima girdim. bir de ne goreyim. aktif kuponlarimin icinde mihome'un magaza kuponu yok. sonra sepetteki ürünün saticisina baktım: (bkz: ceptech)509a dusen ürünü sadece 65 tl indirimle 444 tl'ye geliyor. eee zaten su anda bu ürün (bkz: trendyol)'da mihome saticisinda 450 civarinda satılıyor. sinirle kufurle telefonu kırmadan uygulamayi kapattım. velhasil n11 pişmanlıktır...
  "
126,"
    oturup n11 güzellemesi yapacak değilim ama başıma bir şey gelmeyecekse bu seneki 11.11 gününden memnun kaldığım alışveriş sitesidir. 4300 liradan aşağı hiçbir yerde bulamadığım bir çamaşır makinesini bugün kuponlarla 3380 liraya, yine 3800 liradan daha ucuza hiçbir yerde bulamadığım bir bulaşık makinesini de kuponlarla 3320 liraya alabildim. hatta yanlarına bir de canım anam kişisine doğum günü hediyesi olarak türk kahvesi makinesi yapıştırdım. hem indirim vardı hem de yine kupon kullandım. uzun zamandır takipte olduğum aletler olduğu için de hakikaten indirimden faydalandığıma eminim. canım kendim.
  "
127,"
    eskiden sık alışveriş yaptığım yerdi, şimdilerde ise maalesef yaptıkları bu tür soytarılıklarından ötürü uğramaz oldum. (bkz: o eski halimden eser yok şimdi)
  "
128,"
    o kadar kupon vardı, tek bir ürün bile alamadık.sepete bir tane tv eklemiştim, gün içinde 3 defa zam yedi ben de kızıp hiç bir şey almadım.
  "
129,"
    her ne kadar bindirimden indirim yapilan urunler olsa da gercekten guzel indirimlerin de yapildigi 11.11 gunu yapan site. ryzen 5 4500u islemcili, 8 gb ram, 256 ssd ve ips ekranli lenovo e14 modeli 6200e satilmaktaydi indirimin ilk yarim saati. cekle birlikte 5600'e geliyordu. mevcut laptop fiyatlarini dusununce gayet iyiydi.. maddi olarak azicik rahat bir donemde olsam affetmezdim cunku su an ryzen 3 3200u islemcili tn panelli laptoplar bile o fiyata.
  "
130,"
    uygun fiyata lens buldum. kupon kodum da vardı. alışverişi yaptım. bugün bir baktım firma tarafından reddedilmiş. para da 3 iş günü içerisinde yatacakmış. yahu arkadaş neden aynı gün yatırmıyorsunuz bu parayı? ben başka bir ürün alacağım ama kart limitim azaldığı için alamıyorum şimdi. bu yavaşlık neden? başka firmalar çok daha hızlı bir biçimde para iadesi yapıyor. adama parasını iade et adam tekrardan ürün alsın. neden oyalıyorsunuz?
  "
131,"
    kendilerinden dün akşam piyasanın yaklaşık 500 tl altına aldığım walkingpad'in üzerinde koşarken yazıyorum bu mesajı.
  "
132,"
    dün gayet iyi indirimler yapmış olan e-ticaret sitesi. bizim vatandaşlar alt limitsiz 500, 750, 1000 tl’lik kuponlar bekliyor galiba. kendileri hayır kurumu değil ve gayet de fazla sayıda önemli kuponlar dağıttılar. satıcıların fiyatlarını abarttığı ürünler varsa bu maalesef n11’in suçu değil. yapabilecekleri tek şey ürünlere fiyat kilidi koymaktı. onu da 4 kasımda koydular zaten.
  "
133,"
    2 ila 4 günde 1 saat sonra iptal olan siparişin iadesini yapamayan, daha sonra topu bankaya atıp biz bankanıza gönderdik onlar size 7-10 gün arasında gönderecek diyen firma. oysa ki, amazon'dan aldığım ürünü iptal ettiğimde kartıma 30 dakikada geçmişti. sorununuz banka kaynaklı diyor da, ulan banka aynı banka sorunlu olan sen olmayasın?
  "
134,"
    acikcasi hepsiburada vs ile kiyaslayinca oldukca iyi oldugunu dusundugum, morhipo, amazon ile beraber en cok kullandigim sitedir. cok asiri ihtiyacim olmasa da yavastan bilgisayarimi guncellesem mi acaba diye dusunuyordum. amazon'da guzel bir firsat yakaladim, 8900 tl ye buldum genel olarak heryerde min. 12bin tl olan bir bilgisayari. kredi kartimin donumune 2 gun kalmis oldugu icin minor bir cakallik ile sepetime atip 2 gun sonra alayim dedim. urun ertesi gun 9600 tl'ye cikti. sonra 10750 tl oldu. neyse zaten cok da ihtiyacim yoktu diye vazgectim ama bi kere de heveslendigim icin arada bakiyordum diger sitelerde fiyatlar nasil diye. ayin 11'i oldugunun farkinda olmadan n11'de ayni urunu 8659 tl ye buldum. o sirada tik hizinda kupon zimbirtisindan da 8000 tl uzerine 800 tl indirim ile 7859 tl'ye aldim. hatta gaza gelip butun aksam baska ne alabilirim diye siteyi gezdim. almadim bir sey ama acikcasi 11.11 muhabbetleri oldukca isime yaradi.
  "
135,"
    trendyol yakında bunları batıracak anlaşılan. dün iptal ettiğim siparişin parasını 1 hafta sonra yatıracaklarmış. beter olun emi.
  "
136,"
    3500 alt limitli 350 tl kupon ile samsung m51 aldım. 3699 tl den 3349 tl’ye geldi. bu fiyatlardan hiçbir mağaza satmıyor bu telefonu.greyderin geçmiş sezon botunu 230 tl’den 190 tl’ye düşürmüş, 20 tl lik de kupon ile 170 tl’ye aldım.500gb samsung ssd 600 tl civarı satılıyordu. 570 lira imiş, 70 tl’lik kupon ile 500e aldım.1 tl ye satılan 77 tl alt limitsiz kupon almıştım, ona da telefona kılıf ile kırılmaz cam aldım tamamen bedava.bundan önce de trendyol’da 1000/200 ve 250/50 kupon ile 4 adet kışlık lastik aldım 250 tl kar ederek.kupon candır. kullanın, kullandırın.
  "
137,"
    gözlemlediğim kadarıyla geçmiş dönemlere göre , hem reklamda , hem indirim oranlarında , hemde kupon-hediye kodu gibi avantajlarda rakipleri trendyol -hepsiburada com tarafından geride bırakılan e-ticaret sitesi.trendyol'da cüzdan ve tosla uygulaması ile 50 liraya yakın bir avantaj oldu mesela 100 lira üzeri alışverişlerinizde. tosla 9-10-11 kasım olarak her ne kadar kısa bir dönem avantaj sağlasada 30 lira iyi bir geri yükleme sayılır.hepsiburada.com ürün çeşitliliği ve sepetteki ekstra indirimleri ile yine ön plandaydı. tabi yüksek kurlar yüzünden herkes gerçek fiyatların ne olduğunu az çok biliyor. 2 tıklamayla başka sitelerde daha uygun fiyatlar bulmak mümkündü bu hafta...belki kendilerini black friday'e saklıyorlar. yada bu sefer gerçekten başa çıkamadılar. fakat son 2 ayı en iyi şekilde kapatmak isteyen e ticaret siteleri içinde baya kan kaybetmiş görünüyorlar.
  "
138,"
    canlı destek yetkilisine yasal olan hakkınızı ilettiğinizde ve cevap veremediğinde canlı destek oturumunu kapattıran firmadır. aklımı evveliyatımı sikeyim amazon siparişimi iptal edip sizden alışveriş yaptım.https://i.hizliresim.com/ufq8dj.jpg
"
139,"
    kendilerinden aldığım beyaz eşya, televizyon koşu bandı gibi 8 farklı ürünün hepsi 3 gün içerisinde sorunsuz teslim edilen e-ticaret sitesi.bu kadar hızlı teslimat beklemiyordum doğrusu.
  "
140,"
    kendi kargo firmaları olan ""kolay gelsin"" firmasının sahtekar olduğu platform.bir firmadan 4 takım ürün aldım. firma hepsijet kargo poşetine koyup yollamış. kargo yolda hasar almış ucundan açılmış ve bir takım kullanılamaz hale gelmiş. bu akıllı firma ne yapmış. üstüne bir poşet daha geçirip eve teslim etmiş. ürün hasar almış madem olabilir neyse. iade etsene firmaya. ne diye müşteriye teslim ediyorsun. n11 bu durumun sorumlusunu ve buna onay vereni tespit edip işine son vermelidir. bunlar da kanıtlarım.https://eksiup.com/p/4v4388894sx3https://eksiup.com/p/oy438890cvfthttps://eksiup.com/p/xd438891z7uahttps://eksiup.com/p/op438892nk3eedit: n11'den yetkili bir abi bu mesaj üzerine dönüş yapıp ürünün telafisini yaptı ancak kendilerine de ilettim önemli olan ürünün telafisi değil. bu ürün çok pahalı bir ürün de olabilirdi burada müşterinin yaşadığı güven kaybını telafi etmek daha önemli sorumlular bulunmalı ve gerekli işlemler yapılmalıdır.
  "
141,"
    indirim var diye ürünü bu siteden aldım. daha doğrusu aldığımı zannettim. satın almadan önce stok sordum, satıcı stok var dedi,ürünü gönderemediği gibi ürünün satışı halen devam ediyor. yani diğer sitelerden de indirimli almamı engelledi.n11 ile olan bağım böylece sonlandı. sonra diyorsunuz ki elin gavuruna niye para kandırıyorsun. çünkü elin gavuru daha dürüst çalışıyor.
  "
142,"
    günden güne rezilleşen, prestij ve güven kaybeden firma. özensizler ve sorun olduğunda destek hattı size methiyeler düzerek hikayeler yazıyor ama emin olun mağdur oluyorsunuz. esasen burada satıcı olunur çünkü n11 kesinlikle sadece satıcıyı koruyor. müşteri mağdur maalesef.edt: bu entryi girmeme istinaden müşteri hizmetleri yetkilisi tarafından arandım, gelişmeleri paylaşacağım
  "
143,"
    tanım : sleepy adlı firmanın halkı mağdur etmesine çanak tutan e-ticaret sitesi.sleepy adlı firma milleti mağdur ediyor , n11 de buna karşı kör sağır dilsiz kalıyor. arkadaşım bu adamları denetleyecek olan sen değil misin ? bu nasıl bir amatorluktur, bu ne iş bilmezliktir.sleepy ve n11 bu yüzden e devlet üzerinden tüketici hakları mahkemesine şikayet ettim. mağdur olan varsa onlar da şikayet etsin.
  "
144,"
    satıcıyla siparişle ilgili iletişime geçme konusunda gavur eziyeti yapan site. doğrudan mesaj atma özelliği yok, ürünün altına soru sorma bölümü yapmışlar sadece. onda da hangi akla hizmet ettiğini bilemediğim bir biçimde harf sınırlaması koymuşlar. iki satır yazamadan limit doluyor. bir şey sormak ya da problem bildirmek için yazılanı 3-4 kısma bölüp ayrı ayrı soru bölümüne flood yapmak gerekebiliyor. çok kötü bir durum. ya gittigidiyor gibi doğrudan mesajlaşma sistemi koymaları ya da bu harf sınırı saçmalığını düzeltmeleri lazım.
  "
145,"
    11.11 de eşimin aldırdığı 3 ayrı sipariş de geciken kargoya düştü. muhtemelen iptal edecekler.kupon peşinde maymun etmeselerdi iyiydi
  "
146,"
    birkaç haftadır satıcılar ürünleri çok geç kargoya veriyorlar ve ptt kargo kullanmaya başlamışlar. satıcının kargoya vermesi 5 gün, ptt'nin getirmesi 15 gün sürüyor. aliexpress bile daha hızlı çalışıyor.
  "
147,"
    sizi beyinsiz robotlarıyla konuşturmaya zorlayan firma.ulan sorun cıktıgı zaman müşteri temsilcileriniz bile çözmüyor robotunuz mu çözecek?
  "
148,"
    bence en başarılı satış platformu. bugüne kadar hiç bir sorun yaşamadım ve müşteri tarafını seviyorlar.
  "
149,"
    valla insanlar ne dertler yaşıyorlar online alışverişte çok şaşırıyorum.amazon. com. tr'den dehepsiburada. com'dan dan11.com'dan da alışveriş yaptım 11.11 günü. hepsi de elime sorunsuz ulaştı. şimdi black friday bekliyorum yine iyi indirim olursa hepsinden de alırım hepsi de gayet yardımcı oluyor
  "
150,"
    2 dakika arayla 3 memnun müşteriye arka arkaya övgülü entry yazdırabilen oluşum.
  "
151,"
    amazon'da alternatifi varsa 5-10 tl'e fazlasına da bakmaksızın derhal amazon'a yönlenin aman diyeyim. bir gece saatinde sayıca yanlış (fazla) verdiğim bir siparişi yine aynı gece iptal edip doğru sayı ile tekrar verdim saf saf işi düzelttim neyse ki diye seviniyorum bir de. ertesi gün ne göreyim 5 yıldızlı %100 olumlu yorumlu mağazası hatalı verdiğim sipariş iptalini keyfince kabul etmemiş bir de üstüne diğer siparişle birlikte kargoya vermiş bile! sorulan sorulara ise yalan cevap + ölü taklidi, 0 sorumluluk. n11'inse konu sikinde bile değil tabi. çöpe giden 110 liralık bir ders oldu, mecbur kalmadıkça daha da uğramam.
  "
152,"
    sikayetvar.com'dan takip edebildiğim kadarıyla özellikle 11.11 kampanyasının ardından çok sayıda n11 mağduru oluşmuş.bunlardan biri de benim.satıcı siparişi onaylıyor ama sonra ürünü göndermeyip müşteriye siparişinizi iptal edin diyor ve sonrasında fiyatları artırıp satışa devam ediyor.n11'in tek yaptığıysa ilgileniyoruz, şikayetinizin takipçisiyiz vb. demek.ortada çözüm veya bilgilendirme yok.
  "
153,"
    satışlara ilk başladığımız zamanlar stratejik bir hata yaptık. elektrikli soba satmaya başladık ve fiyatımız uygun olduğu için birer ikişer sipariş aldık. soba dediğim bildiğiniz ""ufo"" nun küçük ve yere konulanları işte. ilk iade talebini alana kadar her şey çok güzeldi. soba yolda zarar görmüş ve müşterinin eline kırık bir şekilde ulaşmış. müşteri hemen yazdı ""nasıl olsa kimse sallamaz, paramın üstüne mi yatacaksınız"" falan. gayet kibar bir dille yaptığımız işin arkasında olduğumuzu iade ya da değişim talebi oluşturması durumunda sorununu çözeceğimizi ilettim.ardından teker teker diğer soba siparişlerinde de aynı sorunu yaşayınca hemen soba satışını kapattık. sobaların rezistansları ince cam gibi tüplerin içinde olur bilirsiniz. oralar biraz hassas olduğu için kargo satışı için çok uygun olmadığını öğrenmemiz uzun sürmedi. istisnasız her soba hasarlıydı ve hepsinden iade talebi gelmişti. hepsini de geri aldık. hiç kimseye sorun yaşatmadık ve paraları iade edildi. git gel derken aynı ürüne iki kere kargo parası ödedik. iadeleri kabul ettiğimiz için mağaza puanımız %80 bandına kadar düştü.eğer iade kabul etmeyip geri yollasaydık mağaza puanımız %100 olarak kalacaktı. kötü niyetli satıcıların en çok uyguladığı taktik budur. puan düşmesin diye gözünün üstünde kaşı var diyerek iadeyi kabul etmezler ve mağaza puanı hiç düşmez. bu nedenle mağaza puanı yüksek diye problem yaşamam sanmayın o risk hep var. sözüm gerçekten iyi iş çıkartıp mağaza puanını yüksek tutmuş satıcılara değil tabi. ama nereden bileceksiniz satıcının gerçekten iyi olduğunu? kusura bakma n11 böyle bir durum var.ancak şunu da unutmamak lazım ki bizim ülkede çok sayıda da kötü niyetli alıcı da var. el aleti alıp işini görüp beğenmedim deyip iade ediyorlar. bazen rakip firma alıyor ürünü kırıp iade ediyor yada kötü yorum yapıyor. n11 burada satıcısını korumak istiyor elbette. ancak bunu tespit etmek neredeyse imkansız. yani n11 çok hassas bir teraziyi dengelemeye çalışıyor. zor zanaat vesselam.özetle n11, nasıl bir satıcıya denk geldiyseniz sizde o tecrübeyi bırakan pazaryeridir. eğer satıcı iyiyse n11 iyidir. eğer satıcı kötü niyetliyse n11 rezalet bir pazaryeridir.edit: iade aldığım için asla pişman değilim yine olsa yine alırım ve alıyorum da.edit2: birkaç arkadaş daha mağaza ismini sordu, bir şey alacak olursak sizden alalım diye. arkadaşlar samimiyetiniz için çok teşekkür ederim. ancak mağaza ismini paylaşmam mümkün değil. çünkü entrymi reklam amaçlı yazmadım. ekşisözlük'te anonim olarak kalmak istiyorum. mağaza ismini paylaşmam hem yazdıklarımın gerçekçiliğine zarar verecek hem de bu yazıdan sonra mağaza ismi paylaşmak suretiyle satış yapmayı etik bulmuyorum. anlayışınız için teşekkür ederim.
  "
154,"
    müşteri memnuniyeti konusunda mükemmel olan firma, en azından benim deneyimlerim öyle tavsiye ederim
  "
155,"
    ben de şu sorunu söylemek istiyorum çok alakasız eşyalar çok farklı yerlerde örneğin dolap almak için giriyorum bana masa çıkıyor koltuk çıkıyor ben onların içinden aradığımı bulmak için 1 günümü veriyorum satış yapan siteleri denetlemek ve onları düzgün şekilde kategorize etmelerini sağlamak bu kadar zor olmamalı ben vakit kazanmak için sitenize girip alışveriş yapıyorum aradığımı bulmak için uğraşmak istesem semtimi gezerim
  "
156,"
    filtreleri çok kötü çalışan sitedir. pek çok muhtemelen kötü niyetli satıcı ürün özelliklerini iç kısımda hatalı giriyor, açıklamalar kısmına ise doğrusunu yazıyor. bu yüzden i7 işlemcili arıyorsunuz, karşınıza i5, i3 işlemcili olduğu yazan makineler çıkıyor, ya da tam tersi. ürün özellikleri kısmında ise i7'nin işaretli olduğu görülebiliyor. bazı satıcılar da kötü niyetli olmasalar da muhtemelen doğrudan eski ilanların üzerinden gidiyorlar, tembellikle sadece açıklamayı değiştiriyorlar, iç kısımdaki özellikler kısmını aynen bıraktıklarından.sonuçta ben de hangisi doğru kesin bilemeyeceğim için bu tip çelişkili bilgi içeren ürünleri dikkate almıyorum, hele fiyatları benzer ürünlere göre uygunsa direk geçiyorum. belki de uygun olma sebebi i7 değil i5 veya i3 gönderecek olmalarıdır. sonra ""açıklamada yanlış kalmış, ama içerde doğrusu zaten yazıyordu"" der çıkarlar. uğraş dur kanıtlayamazsın da zaten.direk geçilmek istemiyorsanız ürünün özelliklerini çelişkisiz girin, filtrelemelerde öne çıkmak için numara yapmayın sayın n11 satıcıları.
  "
157,"
    n11in satıcısı iyi ise iyidir. satıcısı kötü ise kötüdür.ayrıca kargosu gelmeyen arkadaşlar termin sürelerine baksınlar eğer gecikmiş ise sorgusuz sualsiz iptal etsinler. türkiye’de n11 kadar kaliteli bir e-ticaret sitesi yok. satıcıların yorumları termin süreleri var zorlarsanız telefon bile açabilirsiniz.
  "
158,"
    müşteri memnuniyeti olarak başarılı bulduğum elektronik alışveriş sitesidir. burada destek ekibi de vardır ve yaşanılan süreçte sizi yüzüstü bırakmadılarına emin olabilirsiniz.olay merkezde değil zaten, olay içerdeki çakallarda(n11'i kullanıp çakallık yapan satışçılarda)
  "
159,"
    ekşisözlükte belirttiğim şikayet üzere genel merkezden aradılar. sipariş iptalleri olduğu için satıcı geç temin ediyormuş gibi akıllara zarar bir bahane öne sürdüler. hayır sizin başka satıcınız 1 günde ürünü kargoluyor. o satıcı niye bunu düşünmüyor. ana sayfaya reklam olarak koyduğunuz %100 güvenilir satıcınız bir haftadır bırak kargoyu daha ürünü temin edememiş. kısaca n11de olay şu bir ürünü uygun fiyata koyuyorlar sipariş veriliyor. o sırada bir kısmının dökülmesi bekleniyor. dökülen döküldükten bir ay sonra sipariş geçiliyor. kalan 2-3 şanslıya indirimli ürün veriliyor.tanım : %100 güvenilir satıcı sıralamasında ciddi sıkıntı olan güvenilir bulamadığım sitebu arada satıcı techpazar.
  "
160,"
    bünyesinde sahte motor yağı satışına izin veren site. aldığım elf 5w30 motor yağını totalden sorgulattığımda ürünün orijinal olmadığı ve iade etmem gerektiği söylendi.. bu salgının ortasında iade için kargo şubesine gidecek olmak ise rezillik. bu sahte ürünlere düzgün bir çözüm bulmaları gerekiyor.
  "
161,"
    gittigidiyor’da ve trendyol’da sipariş iptal edince anında karta ücret iadesi yapılırken bu siteden taksit seçmeyi unuttuğum için yaptığım iptal’in ücreti bir gündür kartıma iade edilmiyor. sırf bu yüzden yeniden sipariş de giremiyorum.
  "
