,Comment
93,"
    boşuna kullanmayın burayı. şikayet etmek için bile ulaşılamıyor artık. 21.00da bilkent burger king'den sipariş verdim, siparişim 22.20 gibi elime ulaştı.süre sorun değil, kendim not düşmüştüm acele etmeyin, dikkatli gelin hocam diye ama 80 dakika bekletileceğimi de düşünmemiştim. neyse odama çıktım ve paketi açtığımda mayonezin patlamış olup her yere dağıldığını gördüm. önemli değil diyip paketi açmaya devam ettiğimde siparişimde bulunan soğan halkalarının 6 olması gerekirken 3 olduğunu: siparişimde bulunan büyük boy patates kızartmasının sadece boş ve yağlı kabı olduğunu, patates olmadığını gördüm ve saniyesinde yemeksepetine ulaşmaya çalıştım, para iadesi talebinde bulunmak için. kurye tarafından arandığım numarayı geri aradım başta, bir şey yapamayacaklarını, görev tanımlarında bulunmadığını ,yemeksepetini aramam gerektiği söylendi, teşekkür edip kapattım.4445445 numaralı yemeksepeti hattını aradığımda 6-7 dakika kadar bekledim. şu an konuştuğum kişinin adını hatırlamıyorum ancak restorana ulaştığını ve para iadesi / ürün geri alımı için kurye gönderdiği tarafıma bildirildi (22.35)şu an saat 23:53, ne gelen var ne giden. canlı yardımdan durumu yazınca müşteri temsilcisine bağlanılamıyor bile. 4445445 numaralı hattı ilk aradığımda 9-10 dakika temsilciye bağlanmak için bekledim ancak bağlanamadan sistemden atıldım. ikinci kez aradığımda yaklaşık 7-8 dakika bekledikten sonra müşteri temsilcisine ulaştım. durumu sormak için gerekli birimlere ulaşacağını söyledi ve şu an hatta bekliyorum. sistem o kadar çok bekletiyor ki telefon kapanıyor (23.59) . r e z i l l i kedit 1: 00.08de başka bir müşteri temsilcisine ulaştım, şu an bekliyorum. bakalım ne zaman telefon kapancak ve sorun çözümsüz kalacak...00.13 - restoran kapandığı için yarın restoran açıldıktan sonra iade işlemi için kurye göndereceklermiş.madem böyle bir durum söz konusu, 22.35te kuryenin o an iade için geleceğinin söylenmesi ayrı saçmalık. müşteri temsilcisine teşekkür ederim ancak bilkent burgerkingin yaptığı da yemeksepetine uzun süre ulaşamamak da büyük sıkıntı. pandemi dönemindeyiz evet, herkesin işi zor evet ama bu akşamki bu saçmalık ""pandemi"" sebebiyle değil. yemeksepeti uzun süredir kalitesini düşürme yolunda hızla ilerliyor. iade işleri hallolsun daha da kullanılmaz bu site ve uzantısı olan diğer uygulamalarıedit 2: 11.14 -müşteri hizmetleri ile iletişime geçebildim, iade için kuryenin gönderileceği söylendi. şu ana kadar iletişime geçebildiğim herkese teşekkür ederim. birine ulaşabildiğimde sorunun çözümüne dair adım atılmaya çalışıldığı gerçeğini es geçemem. ancak yemeksepetindeki asıl sorun: ulaşamamak. arıyorsunuz numarayı, 8-9 dakika bekliyorsunuz ve sistemden atılıyorsunuz. arıyorsunuz, yardımcı olabilecek birilerine ulaştınız derken yine sistemden atılıyorsunuz. arıyorsunuz, yine 7-8 dakika bekletiliyorsunuz. bu arama serisi, sistemin iyi olmamasından... yoksa müşteri hizmetlerindeki çalışanlar ellerinden geleni yapıyorlar. bu süre içerisinde online yardım için de yazıyorsunuz, sadece 1 kere bağlanabiliyorsunuz, onda da sorunu tek tek yazarken; süre doluyor ve yanıt vermeye çalışırken sistemden atılıyorsunuz. burgerkingin yaptığına zaten bir şey diyemiyorum. sos patlar, poşete dağılır, buna kimse bir şey demez. veya kola zero istenir; gelen ürün ise normal koladır, buna da bir şey denmez, insanlık halidir, hatalar olabilir. ancak patates konulduğu belli olan boş bir kap ve yarı sayıda gönderilen soğan halkası da normal bir hata değil.edit 3 : 13.18 - kuryeden hala ses seda yok. tüm gün oturup kurye bekleneceğini mi sanıyorsunuz? insanların işi gücü yok mu?edit 4 : 13.55 - sonunda kurye geldi, iade islemi gerceklestirildi. muhtemelen yarim saat once aradigim icin “hizlandirildi” bu islem de. neyse, ben hesabimi siliyorum, buradan siparis verip sorun yasayan herkese kolayliklar dilerim
  "
94,"
    bunlar esnafa çakıyor olabilir ama bunlar olmasa o esnaf bize çakacak çok yüksek ihtimal ile:) puan vs muhabbetinden dolayı esnafa çeki düzen verdirdi, verdiriyor. komisyonda esnafa karşı biraz daha vicdanlı olabilir tabi. o ne lan öyle, pişiren kazanmıyor bazen o kadar.yine de piyasa düzenleyici işlevi olan uygulama.
  "
95,"
    canlı yardımına ulaşmak, cumhurbaşkanına ulaşmaktan daha zordur.siparişi verirken yanlışlıkla nakit ödemeyi seçtim, canlı yardıma bağlanıp kredi kartı ödeme olarak değiştirilmesini isteyecektim. 10 dakika beklemem sonucunda hala beklemede olunca, restoranın numarasını buldum, durumu anlattım, pos cihazı da gönderin dedim.yemek geldi, ödemeyi yaptım, yemeğimi yedim, üzerine keyif sigarası içerken açık kalan canlı yardım 1 dakika önce size nasıl yardımcı olabilirim yazmıştı.diyeceklerim bu kadar.
  "
96,"
    bizim burada bi tantunici var, adam rica etti direkt bizi ara, yemeksepetinden söyleme diye, 2-3 kez öyle yaptım, hep çok sipariş var diyor, geciktiriyor, tekrar yemeksepetine döndük, 10 dakikaya getiriyor ibne. size komisyon bence %50 olmalı, ibne çakallar.
  "
97,"
    kullanmayın. açın google haritaları. restaurants near me yazın. dilediğinizi seçin. yorumsa bir dolu google yorumu var zaten.
  "
98,"
    tesadüf mü bilmiyorum ama 2 farklı şehirde 3 kez verdiğim joker siparişi eksik geldi.hamburger, çorba veya tatlı fark etmez birisi mutlaka eksikti.
  "
99,"
    asla kullanmayacağım uygulama..
  "
100,"
    5 liralık tostu 16 liraya satıyorlar ve %10 komisyon veriyorlar diye mi üzüleceğiz?daha çok karışımızda muhattap bulamıyoruz. siparişim geliyor, teslim edilmedi gözüktüğü için bot atıyor ve sipariş ile ilgili sorunlarımı arayıp restoran ile görüşüyorum. o zaman siz neden varsınız?
  "
101,"
    starbucks tarafından iptal edilen 2 adet siparişimi vale ücretini düşerek iade eden firma. ortada ne sipariş var, ne de yola çıkan bir vale var ama sipariş verdikten 5 dakika sonra starbucks tarafından iptal edilen siparişim için vale ücreti alıyorlar.
  "
102,"
    dün siparişimi değiştirmek istedim ; canlı yardıma bağlanmak için o kadar bekledim ki muhtemelen restoran pizzaları fırına vermişti ve değişimi kabul etmedi.işletmelerin sadece paket servisi verdiği bir dönemde acil olarak çağrı merkezi personel sayısını arttırması gereken site.
  "
103,"
    teoride çok faydalı bir uygulama ancak tipik tekelleşen türk şirketi havalarına çoktan girdiler. acilen altenatifi yapılmalı. getiryemek sistemini kullanıyorum ama geliştirilmeli.
  "
104,"
https://www.sirketdedikodulari.com/…isyon-h521.htmlbir sey yapiyorsun madem tam yap. millet’te zaten para yok, adam cikmis yok cuzdan ile odeme yap yok 15 guna indirdim. peki bende cuzdana yukleyecek para var mi dusundun mu?ıyice tekel olmanin dayanilmaz hafifligini yasiyor o koca gobegiyle nevzat. merak etme firavun’a bile kalmadi bu dunya
  "
105,"
    bildirimleriyle artık iyice gına getiren uygulama. sabahtan beri 6 mail ve 11 bildirim geldi. hay banabinize de yemeğinize de sepetinize de...üyeliğimi silip uygulamayı kaldırmam yakındır yemeksepeti, kendine gel.
  "
106,"
    kredi karıyla sipariş verdikten sonra lokanta tarafından evinizin konumu beğenilmeyince siparişinizin iptal edildiği fakat paranızın hemen iade edilmediği site. madem benim evime servis yapılmıyor neden ben o lokantayı kendi ev adresime servis yapan lokantalar listesinde görüyorum? bir değil iki değil kaç oldu bu. antalya zaten kuş kadar şehir. bizim mahalle bir uçtan bir uca kaç kilometre ki sen bir kısmına servis yapıp geri kalanına yapmıyorsun?parayı peşim karttan çekip sonra 1 ila 10 iş günü içinde iade ediyorsun? lan belki benim son param o siparişi verdiğim para.o zaman önce dingil lokantan adresi beğenecek mi diye bir bekle, paşalar beğenirse çek parayı. mesaja bak ;siparişinizi online kredi kartı veya banka kartıyla ödediyseniz, iptal edilen siparişiniz için iade işlemi başlatılarak bankanız bilgilendirilmiştir. iade edilecek tutarın, online ödeme yaptığınız karta geri yüklenmesi bankanıza bağlı olmak üzere 1 ila 10 iş günü içerisinde gerçekleşir. bu sürecin sonunda iadeniz henüz gerçekleşmedi ise bankanız ile görüşebilirsiniz. tekeller nasıl olsa! peki sen o komisyonu ne halt etmeye alıyorsun? e bundan sonra ben de lokantaları direk arar veririm siparişimi.
  "
107,"
    bana bi uygulaması ne kadar iyiyse yemek sepeti uygulaması o derece kötü bana yolladıkları ankete de aynısını yazdım. alternatifim olursa kullanmayı düşünmüyorum.
  "
108,"
    (#116291974) restoran ve yemeksepeti fiyatları farklı olamaz. yemeksepeti’nin çalışma şartı bu. kimseyi kandırmayalım.
  "
109,"
    nedense subway gibi büyük işletmelerde tam tersi durum oluyor.
  "
110,"
    (bkz: #116375931)kaaç yıldır başta burger king ve mcdo’ olmak üzere birçok işletme burada daha yüksek fiyatla satış yapıyor, neyin çalışma şartı yav?
  "
111,"
    zamanında yazdık bunları. tüm işletmeler alıyor demiyorum ama fiyat farkı alan çok sayıda işletme var. (bkz: yemeksepeti komisyonunun müşteriye yüklenmesi)
  "
112,"
    restoran fiyatı ile yemeksepeti fiyatı farklı olamaz. yemeksepetinde ucuz restoranda pahalı olsun diye bir durum söz konusu değil. daha önce bu sebepten restoranımızın kapanmışlığı var.
  "
113,"
    yemeksepeti ile restoran fiyatları ayrı olabilir. hayatınızda restorana mı gitmediniz, yoksa yemeksepeti mi kullanmadınız bilmiyorum, lakin şu an burger king, mc donald's gibi yerlerin fiyatlarına baktığınızda, zaten gidip oradan aldığınızdan daha pahalı ürünler. keza domino's gibi yerlerde de bu geçerli.sizin dediğiniz şu olabilir, restoranın online sipariş sitesi var ise, oradaki fiyat yemeksepeti'nden düşük olamaz. buna kabulüm, ama ""restoran fiyatı ile yemeksepeti farklı olamaz, çalışma prensibi bu"" demek, olayla hiç alakası olmamak gibi bir şey.edit: adam kardeşim ben gel-al'da %10 indirim yaptım dese, yemeksepeti buna nasıl karışacak? alternatif online sipariş kanalı oluşturmuyor bir şey yapmıyor.
  "
114,"
    işletmelerden %10'un üstünde komisyon almasına rağmen, üyelerine bir kere bile jest yapmayan oluşum. yanlış hatırlamıyorsam 2009-2010 civarında her siparişte puan biriktirebiliyordunuz. bir ara %0.001 ihtimalli hediyeler dağıtıyorlardı. şu an milleti muhtar yaparak kandırmaya çalışıyor. sipariş adresimi değiştirmek için canlı desteğine bağlanmaya çalıştığımda minimum 10 dakika bekletiliyorum. muhtar yapıyorsunuz bari bir jest yapın o da yok. sayın cumhurbaşkanımız bile muhtarları tatile gönderiyor.
  "
115,"
    mcdonalds burgerking gibi firmaların eve servis ve restoran içi sipariş fiyatları farklıdır. ayrıca bu firmalar yemeksepeti ve diğer online satış platformları için farklı kampanyalar yapma haklarına sahipler. kaynakbununla beraber yemeksepeti telefon sipariş fiyatı ile kendi kanalı üzerinden satış fiyatının aynı olma şartı koyar(dı). fakat yinede firmalar kendi kafalarına göre fiyat belirler bunun düzeltilmesi için şikâyette bulunmanız gerekir.
  "
116,"
    pandemi için başlattığı kampanya için tebrik ettiğim firma diğer şirketlerden de aynısı gelmesi gerek
  "
117,"
    iyice gözümden düşen oluşum. şahsi 7-8 yıllık hesabımı kapattım arada şirketinkini kullanıyorum ama 30 saniye içinde insanı deli edebiliyor. öyle abuk subuk problemleri var. puan muan bişiler de topluyorduk niye topladık onları hiç kimsenin bir fikri yok.
  "
118,"
    tek işi yemek ve fiyatlarını göstermek olan ama çökmeyi başaran sitedir. (bkz: host error)görsel
"
119,"
    yillardir bu siteden yemek siparisi veririm, ilk defa problem yasadim. bir problem yasadiginizda cozum uretemeyen internet hedesi.
  "
120,"
    canlı yardım’ı kaldırmışlar mı? ya da baya ulaşılamaz hale sokmuşlar.bence rakiplerinin yanında olumlu duran bir özelliğini kesmiş gibi gözüken firma.
  "
121,"
    rakipsizlikten bir haltmış gibi görünen site.- siparişlerden bir şey kazanmak ister insan, yok. 15 senedir doğum günlerindeki tırt indirim dışında bir avantajını, hediyesini görmedik.- restorantlarla yaşadığınız sıkıntılarda ölü taklidi yaparlar. şikayet ettiğinizde hiçbir yaptırım olmayacağını çok iyi bilirsiniz.- joker indirimi adı altında bir kandırmacanın ortağı olmaktan hiç utanmazlar. pizzacı joker indirimi veriyor güya. açıyorsun bir bakıyorsun aaa menüler gitmiş. 3lü pizza menüsü içinde seçtim 3 tane pizza, joker indirimi olmadan 78 lira tutuyor. joker indirimi olunca menü olmuyor pizzaları ayrı ayrı seçiyorsun, 97,50'den 72,50'ye düşüyor. yani orada kocaman yazdığı gibi 70 tl'ye 45 tl ödeme gibi bir durum yok. sorsan restorantı işaret ederler. biliyoruz ki bu indirime firmayı sen zorluyorsun, bu yalanının sebebi sensin.- muhtarlık gibi saçma sapan bir sistem yapmış. utanç verici bir olay. o ne yahu, ben neden birilerinin siparişlerini görmek isteyeyim. bu kimi, nasıl motive eder.valla başka şansım varsa çok nadiren kullanıyorum bu zımbırtıyı. yoksa tek yaşayan ve eve, işe sürekli yemek sipariş eden biriyim. uyanık halleri beni çok sinirlendiriyor. umarım iyi bir rakip çıkar ve ikinci plana düşerler. böyle vasat hizmet sağlayıcıların rakipsizlikten türkiye'de baş tacı edilmesi çok üzücü.
  "
122,"
10 seneye yakın kullandıktan sonra; sundukları hizmet kapsamındaki aracılığı, yalnızca bir iletişim botu olma sandıkları için aylar önce hesabımı kapattığım torbacı. kapatırken de çek verelim mi 3 5 birşeyler atarız etme eyleme dediler, ha ha ha. artık 2020 senesinde yeme-içme işletmeleri, kendi iletişim ağlarından ve bazen bunlardan daha ucuza hizmet verebiliyor durumdalar. hatta ben olsam, telefon ya da kendi uygulama/internet servisinden sipariş verenleri önceliklendirir, daha ucuza ürün satar ve böylece bunlara komisyon vermezdim. bunların sayesinde çevresinde nam salan tüm işletmelere tavsiye olabilir. adios zamanı.
  "
123,"
    şu dakikalarda erişmek mümkün değil.bünyesindeki banabi’nin yoğunluğunu kaldıramamış olacak ki uygulamaya giremeden atıyor.
  "
124,"
    rakipleri piyasaya gümbür gümbür girmişlerdir. rakipsizlik bu firmayı tekelci yaklaşıma itiyordu. rekabet iyidir. daha az komisyon satıcılara, daha iyi hizmet ve fiyat müşterilere diyerek umudumu belirtiyim.
  "
125,"
    şimdilik bende patlamış uygulamadır
  "
126,"
    ankara çankaya’da şu an sadece 1 adet restoranın açık olduğu internet sitesi. paket servis de mi yasaklandı benim hiç haberim yok bilgisi olan yeşillendirirse sevinirim.
  "
127,"
    cuma gecesi de bu şekildeydi. paket servis yasaklandı herhalde.
  "
128,"
    hiç bir şekilde kullanıcısına yardım etmeyen aksine bizi restaurant, pideci, tostçu tatlıcı pizzacı bir güzel siktiren ticari web sitesidir. tabi parayı kullanıcıdan değil satıcılardan kazanıyorlar.
  "
129,"
    kendisine bir sorum var; uyudun mu?
  "
130,"
    siparişin ortalama geliş süresi aşıldığında ve müşteri siparişi iptal etmek istediğinde, operatör şahıs öncelikle restorana bu iptal işlemini iletmeye çalışmakta. ancak bu tamamen saçmalık. önce müşteriye siparişinin iptal olduğu iletilir, sonrasında istiyorsanız restoran ile iletişim kurarsınız. 50 dakika olmuş ve hala sipariş yola dâhi çıkmamışken, siz tutup da beni 15 dakika bekletip restorana iptal bilgisini vermeye çalışıyorsunuz. eğer ki durum tam zıttı olsaydı; yani siparişi iptal eden restoran olsaydı, bana bunun bilgisi, sipariş iptal edildikten sonra verilecekti. müşteriye verilen değer ile restorana verilen değerin farkını buradan anlayabiliyoruz.ayrıca bir başka durum da söz konusu. müşteri siparişini zamanında alamamış olduğunda ve sipariş henüz yola çıkmamış iken, müşterinin iptal hakkı bulunuyor. lakin müşterinin iptal talebi hemen işleme koyulmadığından, bu 15 dakikalık bekleme süresi esnasında restoran siparişi ""yola çıktı"" olarak gösterebilir ve böylece müşterinin iptal etme hakkını kaldırmış olur. bu tamamen çakallıktır, adiliktir. hem böyle bir şeyin önüne geçmiyorlar, hem de müşterinin zamanını çalıyorlar.2'inci sınıf bir hizmet anlayışı söz konusu. hiç de değil diyecek olursanız; en basit örneği amazon'dur. siparişler gönderim aşamasına gelmediği takdirde, sipariş iptal edilebilir hem de anında. amazon tutup da önce satıcı ile muhattap olmaz. yemeksepeti büyük ihtimal bu durumun farkındadır ama müşteriyi iptalden vaz geçirmek için, para hırsıyla bekletiyor. zira karşılaştığım tüm bu durumlarda, ""restoran eğer beklerseniz siparişi kısa süre içerisinde ulaştıracağını iletti"" diye operatörden yanıt alıyorum. kesin ""kısa sürede"" ileteceklerdir, k-e-s-i-n.
  "
131,"
    eğer sipariş numaralarını sıraya göre veriyorsa (ki muhtemelen öyle) 1 milyarıncı siparişin verilmesine çok ama çok az kaldı demektir.
  "
132,"
    yine az önce ne yiyeceğime karar veremedim ve yemeksepetini açtım. kararımı verdim ve restoranı google dan aratıp telefonunu bularak siparişimi verdim. yemeksepetinden söylemediğimi bildirdim, ayran hediyemiz olsun dediler. hem esnaf kazandı, hem ben. emlakçı ve emlakçı tarzı aracıları sevmiyorum napim.
  "
133,"
    nevzat aydın neden sattım ulan bu şirketi demiyorsa bende birşey bilmiyorum
  "
134,"
    2 dir aynı şey oluyor. restoranı seçiyorum, ne yiyeceğime kara verirken tam seçim aşamasında aa o da ne restoran geçici süre ile hizmet dışı! neden oluyor anlamıyorum.
  "
135,"
    canlı yardım diye bir işkence türleri var. müşteri hizmetlerine ulaşmak zaten çok zor. olur da bir siparişi iptal etmek isterseniz, 30 dakika uğraşmak gerekiyor.
  "
136,"
    alenen suç işleyen firma. bütün kaymakamlıklardan valiliklerden saat 20:00 da restoranların kapanacağı uyarısı gelmesine rağmen insiyatif sizde isterseniz açabilirsiniz diye kaçak satışlara çanak tutan bir firmadır kendileri. %10 komisyon + %8 kdv + joker hizmet bedeli + ekstradan hizmet bedeli alarak restoranlara her sipeşte ortak olmuşlardır. getir gibi seviyeli çalışıyor olsalar sistemlerini komple kapatırlardı ama bunlar 3-5 kaçak satıştan da pay kapabilmek için resmen suç işliyorlar.
  "
137,"
    geçtiğimiz gün nevzat aydın siparişlerde komisyon almıyoruz diye şov yaptı. ilgili twit burada. şov diyorum çünkü ufak bir çakallığı var, siparişinizi yemeksepetinin sistemine yatırdığınız parayla verirseniz komisyon kesmiyor. (bkz: yemeksepeti cüzdan) yani bir nevi yardım ederken kendi sistemine de bağlılık sağlıyor.hakkını vermek lazım, yapmak da zorunda değil. sonuçta esnaf 101 çeşit vergiyi, stopajı zartı zurtu yemeksepetine ödemiyor. ve görünen o ki yemeksepeti haricinde kimsenin de bu restoranlara destek olacağı yok. özellikle ufak çaplı restoranların yaşadığı sıkıntıya az da olsa katkı sağlamaya çalışması bence güzel.neyse yemeksepetinden yemek söyleyecekseniz, cüzdan üzerinden sipariş verin ki özellikle küçük esnaf %12lik komisyondan kurtulmuş olsun.
  "
138,"
    popülaritesini tekelliğine borçlu olan web sitesi. zira fonksiyonel açıdan hala 2000'lerden kalma.2020 yılında bir site hala mail gönderme konusunda ısrarcıysa, mail adresini değiştirmeye fırsat vermiyorsa, türkiye'nin her yerinde ziyaret ettiğim şehirden kolay ve pratik şekilde sipariş veremiyor, sanki elin memleketine kalıcı olarak yerleşiyormuşum gibi eski ev adreslerimi siliyorsa sahip olduğu kalite anlayışından, teknolojik ve hukuki alt yapısından şüphe etmek lazım.kurucusu olan zat twitter üzerinden ona buna on milyon lira, yüz milyon lira bağış yaptık diyerek şov yapakoysun.
  "
139,"
    twittera her girdiğimde direkt reklamını görüyorum.cidden sıkıldım. bu kadarı abartı bence.
  "
140,"
    kredi kartı bilgilerinizi sisteme kaydetmemeniz gereken uygulama.sonra otomatiğe bağlayıp sürekli sipariş vermeye başlıyorsunuz. ay sonu maaşınıza yemek sepeti ortak oluyor.benden söylemesi.
  "
141,"
    tekelleşmiş müşteri memnuniyetini umursamayan aracı platform.vaadedilen sürenin üzerinden 25 dakika geçmesine rağmen gelmeyen siparişim ile ilgili müşteri hizmetlerine bağlanmak istedim. tam 20 dakika müşteri hizmetlerine bağlanmayı bekledim ve en sonunda umudumu kesip kapattım. bu kadar fahiş komisyon alan bir şirket nasıl müşteri hizmetlerini bu kadar önemsiz konumlandırabilir? tek işi zaten müşteri hizmetleri.
  "
142,"
    üyelik süreci için size maille iletilen numarayı arayıp durumu öğrenmek istediğinizde telefonda hayvan muamelesi gördüğünüz rekabet kurulunun ciddi yaptırımlar uygulaması gereken tekeldir.not: restoran sahibi falan değilim. kovid'de paket servisine dönen küçük bir işletme tanıdığın ricası üzerine yemeksepeti başvurusuna yardım etmiş biriyim.sırf bunu gördükten sonra bile müşteri olarak yemeksepetini kullanasaım kalmadı ki 2004 yılından beri müşterileriyim... nevzat'a selam olsun. bundan sonra paket servislerde işletmeyi direkt arayıp direkt muhattap olurum da bu sömürü düzenine destek olmam...
  "
143,"
    benim gözümde güvenilirliği sıfırlanan firmadır. setcard cihazını 4. defa unutan firma için girdiğim hic bir argo içermeyen ve bu konuda kullanicilari bilgilendirdigim yorumumu yayimlamamistir. ama gel gör ki aynı lokanta için bugun verilen bütün olumlu yorumlari hemen yayımlanmışlar. buradan çıkan sonuç verdiğimiz düşük puanları da restaurant memnuniyeti adına dikkate almıyor olabilirler. size güvenip sipariş veren de suç. yabancıya satılıp hala türk mantığıyla yönetilen restaurant sever.
  "
144,"
    (bkz: kek atölye)
  "
145,"
    la neye baksam pizza gibi gelmiyor işte yeter aq yeter. yutup reklamlarının dalağını yarmış şirket.
  "
146,"
    ilginç bir şekilde benim 1 kere bile ciddi bir sorun yaşamadığım firmadır. bunu övünmek için anlatmıyorum ama o kadar çok olumsuz yorum görmeme rağmen tatsız bir olay yaşamadığım için garip hissediyorum.beni en çok sıkan salgın önlemleri kapsamında, gecenin köründe sipariş verememem.bu arada evet, ben bir oburum.
  "
147,"
    getiryemek indirimlerinden sonra,%25 indirimlerimin gözüme çarptığı site
  "
148,"
    verdiği berbat hizmetle restoranların da anasını ağlatmaktadır.komisyon oranının astronomik derecede yüksek olmasını geçtim,kendisine rakip olan firmaların 24 saat içinde çözdüğü sorunları 2 hafta çözemeyen bir firma. hiçbir işiniz hallolmaz, olsa da geç ve yarım olur, eksik olur. düzeltmek için kırk takla atmanız gerekir. kimseyi arayamazsınız, arasanız da sizinle konuşacak birini bulamazsınız, oraya mail at, buraya mail at... konuşacak birini bulsanız da size insan muamelesi yapılmaz. zamanında rakip filan yokken girip piyasada tekelleşmiş, şimdi de geniş müşteri ağının ekmeğini yiyor. umarım en kısa sürede bu tekel kırılır, hem yemeği üreten hem de tüketenler kaliteli bir hizmet alır hale gelir.
  "
149,"
    mobilde yeni cardview yapısını beğenmediğim firma.
  "
150,"
    canlı yardım da güncelleme yapmışlar. afedersin ama sik gibi olmuş.
  "
151,"
    (bkz: yemeksepeti'nin devamlı yalan söylemesi)
  "
152,"
    bulunduğum yerde çok sayıda restoran var, bunlardan yüz tanesinin puanı 8,5 ve üzeri. 9,5 ve üzeri puanlı restorandan kör bir siparişim oldu, geldi, niye puanının bu kadar yüksek olduğunu anladım. yanında beş kuruş etmeyecek eşantiyonlar, abuk subuk samimiyetsiz kartlar mesajlar filan. asıl yemeğe geçtim, gerçekten ortalama seviyede. sonra yine başka bir 9,5 üstü restorana girdim. yorumlarına girdim. yine aynı tablo. baktım “hediyeler” vs. yani puanlama sisteminin manipüle edilmesi gayet kolay. ortalama bir yemek, yanına abuk subuk hediyeler, samimiyetsiz kartlar mesajlar. 9,5 puanınız hayırlı olsun.
  "
153,"
    şu an uygulamaya girdiğimde bir çok restaurantta yüzde 35 indirim yazıyor ama fiyatlar gayet normal geldi bana. zira bir kilo çiğ köfte ne zaman 90 lira oldu da indirimle 58 liraya satıyorsunuz?getirden baktım 1 kilo çiğ köfte 55 lira.utanmaz uygulama.
  "
154,"
    muadili olan getiryemek, iki ay süre ile restoranlardan komisyon almayacağını duyurduğunda, ellerini ovalayıp esnafı nerden nasıl .iksem derdinde olan bir garip oluşum. emeksepeti falan diye şov yapan bir adet ceo ya sahip aynı zamanda swh
"
155,"
    reklamın bokunu çıkardılar. youtube’dan haberim yok ancak diğer tüm mecralarda her yeri esir aldılar resmen. viral olanları ayrı can sıkıcı zaten. her yerde görüyorum yeter artık. sırf bu sebepten uygulamayı sildim belirsiz bir süre getiryemek kullanacağım.
  "
156,"
    canlı yardım kısmı sanırım sonlanmış. verdiğim sipariş ne durumda göremiyorum. ben sipariş oluşturduktan sonra restaurant yoğunluk sebebi ile kapatmış. benim sipariş gelecek mi anlayamadığım bir durum içindeyim. son zamanlardaki vale uygulamasında yaşanan gecikmeler üzerine bir de bu olmuş. başka hangi uygulama ya da sitelerden sipariş oluşturuyorsunuz yeşillendirirseniz mutlu olurum.
  "
157,"
    kullanmayı bıraktığım uygulama.canlı destekleri vs. hiç birşeyleri çalışmıyor. jokerin falan da bir esprisi kalmadı, 15 lira etmeyecek şeyleri 60 lira göstererek kazıklıyor mekan sahipleri. aşırı komisyon oranlarıyla da restoranları kazıklıyorlar zaten. ne üreten memnun ne tüketen. zerre dürüst olsalardı şu pandemi döneminde esnafın komisyon oranlarını sıfırlamasa bile yarıya düşürürdü.
  "
158,"
    pandemi donemi firsatcilarindan. rakibi getiryemek restoranlara inanilmaz destekler sunuyor ve cok basarili. yillardir restoranlardan aldiklari asiri komisyonlar da cabasi. kullanan da memnun degil, restoranlar da. mecbur kaldiklari ve rakipleri olmadiklari icin bunca sene isi goturduler. 1 seneye kadar tamamen bitmesi dilegiyle.
  "
159,"
    günde 2 öğün dışarıdan yemek söyleyen biriyim. geçen karttan bi bakayım acaba yemeğe ne kadar para harcadım, artık tembelliği bırakıp evde yemek yapmaya başlasam iyi olacak diye düşünürken fark ettim ki siparişlerimin %90'ını getir'den söylemişim. artık yemeksepeti'ni kullanmıyorum yani. haftanın 3 günü %50 indirim yapıyor getir ki neredeyse evden yemekten daha uyguna geliyor. ayrıca getir'den söylediğim siparişlerin daha hiç iptal olduğunu hatırlamıyorum ama yemeksepetinden söylediğim siparişler eğer jokerdense en az yarısı iptal oluyor eğer normal siparişse verdiğim siparişin parasına göre iptal olma ihtimali yükseliyor. adam benim bölgeye 0 tl gönderim limiti koymuş ama siparişim 15 tl altında ise alakasız bir sebepten hemen iptal ediyor. diğer restoranlarda da bu durum sık yaşanıyor. yemeksepeti bitmiş gerçekten.
  "
160,"
    adanalı suserlar uygulama üzerinden pizza house gourmet ve bph burger mahfesığmaz turgut özal şubesinden güvenerek sipariş verebilirler. pişman olmazsınız. hem de 25% indirimli.
  "
161,"
    hep bana mı denk geliyor bilmiyorum ama aramaların günde 5 öğün çalışmayan websitesi. yani site günde 5 öğün çalışmıyor. değiştirin o ekibinizi, belli ki beceremiyorlar. devlet o kadar 1 milyon yazılımcı projesi yaptı. oradan bile bu işi daha iyi yapabilecek adamlar bulabileceğinize inanıyorum.
  "
162,"
    yola gelen şirket.rekabet böyle bir şey.sen yıllardır joker dışında hiçbir kampanya yapma, ama getiryemek gelsin, seni hizaya soksun. aşırı keyif alıyorum bu durumdan.başlamış şimdi %25 %50 indirimlere. beter olasın.
  "
163,"
    indirimlerin hiçbiri gerçek değil. indirimli yiyecek alıp hem kazık yeyip hemde sağlığınızdan oluyorsunuz. yemeksepeti ve resmi makamlar malesef bu konuda hiçbir önlem almıyor, denetim yapmıyorlar.
  "
164,"
    doğadan çay’ın twitter fenomenleriyle yaptığı viral reklamdan daha kötüsünü socrates dergi ile yapmayı başarmış online yemek sipariş etme hizmeti.trendyol nasıl davlumbazı açtığımızda reklam verecek duruma geldiyse socrates dergi ekibiyle yemeksepeti de bunu başardı. 4000’den fazla restorandaki %25’ten %50’ye kadar olan indirimlerle tokatlayayım sizi, bıktık.reklamın iyisi de kötüsü de oluyormuş sayın seyirciler.
  "
